"Timestamp (America/Chicago)","RA3E-F52ABC Red [Temperature](1)Temperature(F°)"
07/04/2024 23:53:30,54.72
07/04/2024 22:53:27,54.72
07/04/2024 21:53:23,54.72
07/04/2024 20:53:20,54.72
07/04/2024 19:53:16,54.82
07/04/2024 18:53:12,54.82
07/04/2024 17:53:09,54.95
07/04/2024 16:53:05,55.17
07/04/2024 15:53:02,55.72
07/04/2024 14:52:59,55.51
07/04/2024 13:52:55,54.82
07/04/2024 12:52:51,54.72
07/04/2024 11:52:48,54.82
07/04/2024 10:52:44,54.95
07/04/2024 09:52:41,54.82
07/04/2024 09:45:30,58.55
07/04/2024 09:44:13,62.37
07/04/2024 08:56:38,66.07
07/04/2024 08:47:32,62.47
07/04/2024 08:44:40,58.77
07/04/2024 07:57:29,54.95
07/04/2024 06:57:25,55.06
07/04/2024 05:57:21,55.06
07/04/2024 04:57:18,55.06
07/04/2024 03:57:14,55.06
07/04/2024 02:57:11,55.06
07/04/2024 01:57:07,54.95
07/04/2024 00:57:04,54.95
07/03/2024 23:57:00,55.06
07/03/2024 22:56:57,55.17
07/03/2024 21:56:53,55.17
07/03/2024 20:56:50,55.06
07/03/2024 19:56:46,55.17
07/03/2024 18:56:42,55.27
07/03/2024 17:56:39,55.27
07/03/2024 16:56:35,56.17
07/03/2024 15:50:34,62.37
07/03/2024 14:50:30,61.92
07/03/2024 13:50:26,61.81
07/03/2024 12:50:23,61.70
07/03/2024 11:50:19,61.81
07/03/2024 10:50:16,61.57
07/03/2024 09:50:12,61.70
07/03/2024 08:50:09,64.62
07/03/2024 08:13:34,60.91
07/03/2024 07:13:30,60.91
07/03/2024 06:13:27,60.91
07/03/2024 05:13:23,61.02
07/03/2024 04:13:19,60.67
07/03/2024 03:13:16,60.67
07/03/2024 02:13:12,60.80
07/03/2024 01:13:09,60.80
07/03/2024 00:13:05,60.80
07/02/2024 23:13:01,60.91
07/02/2024 22:12:58,60.91
07/02/2024 21:12:54,61.02
07/02/2024 20:12:51,61.25
07/02/2024 19:12:47,61.81
07/02/2024 18:12:44,62.60
07/02/2024 18:07:16,62.82
07/02/2024 18:03:51,62.92
07/02/2024 18:00:20,63.05
07/02/2024 17:59:20,63.05
07/02/2024 17:56:07,63.50
07/02/2024 17:54:25,63.82
07/02/2024 17:53:25,64.06
07/02/2024 17:52:25,64.27
07/02/2024 17:51:25,64.62
07/02/2024 17:50:25,64.96
07/02/2024 17:49:25,65.52
07/02/2024 17:48:25,65.97
07/02/2024 17:47:25,66.52
07/02/2024 17:46:25,66.97
07/02/2024 17:45:25,67.10
07/02/2024 17:44:25,67.10
07/02/2024 17:43:25,67.21
07/02/2024 17:42:26,67.32
07/02/2024 17:34:02,67.42
07/02/2024 17:32:51,67.21
07/02/2024 17:31:51,67.10
07/02/2024 17:30:51,66.87
07/02/2024 17:29:51,66.52
07/02/2024 17:28:51,66.20
07/02/2024 17:27:51,65.86
07/02/2024 17:26:51,65.41
07/02/2024 17:25:51,64.96
07/02/2024 17:24:51,64.40
07/02/2024 17:23:51,63.82
07/02/2024 17:22:51,63.27
07/02/2024 17:21:51,62.71
07/02/2024 17:12:40,62.60
07/02/2024 17:10:13,62.92
07/02/2024 17:08:53,63.05
07/02/2024 17:07:53,63.27
07/02/2024 17:06:53,63.50
07/02/2024 17:05:53,63.61
07/02/2024 17:04:53,63.95
07/02/2024 17:03:53,64.27
07/02/2024 17:02:53,64.62
07/02/2024 17:01:52,65.17
07/02/2024 17:00:52,65.75
07/02/2024 16:59:52,66.31
07/02/2024 16:58:52,66.76
07/02/2024 16:55:33,66.97
07/02/2024 16:54:33,67.10
07/02/2024 16:53:33,67.21
07/02/2024 16:46:38,67.42
07/02/2024 16:45:29,67.21
07/02/2024 16:44:29,66.97
07/02/2024 16:43:29,66.65
07/02/2024 16:42:29,66.42
07/02/2024 16:41:28,66.07
07/02/2024 16:40:28,65.75
07/02/2024 16:39:28,65.30
07/02/2024 16:38:28,64.85
07/02/2024 16:37:28,64.40
07/02/2024 16:36:28,63.95
07/02/2024 16:35:28,63.37
07/02/2024 16:34:28,62.82
07/02/2024 16:24:45,62.92
07/02/2024 16:22:30,63.16
07/02/2024 16:21:17,63.27
07/02/2024 16:20:17,63.50
07/02/2024 16:19:17,63.72
07/02/2024 16:18:17,63.82
07/02/2024 16:17:17,64.17
07/02/2024 16:16:17,64.51
07/02/2024 16:15:17,64.96
07/02/2024 16:14:17,65.30
07/02/2024 16:13:17,65.86
07/02/2024 16:12:17,66.42
07/02/2024 16:11:17,66.87
07/02/2024 16:04:46,67.32
07/02/2024 16:03:46,67.42
07/02/2024 16:02:47,67.42
07/02/2024 16:00:54,67.55
07/02/2024 15:58:42,67.42
07/02/2024 15:57:40,67.21
07/02/2024 15:56:40,66.97
07/02/2024 15:55:40,66.76
07/02/2024 15:54:39,66.42
07/02/2024 15:53:39,66.07
07/02/2024 15:52:39,65.62
07/02/2024 15:51:39,65.30
07/02/2024 15:50:39,64.85
07/02/2024 15:49:39,64.27
07/02/2024 15:48:39,63.72
07/02/2024 15:47:39,63.16
07/02/2024 15:46:39,62.60
07/02/2024 15:37:05,62.37
07/02/2024 15:34:24,62.47
07/02/2024 15:33:11,62.60
07/02/2024 15:32:11,62.60
07/02/2024 15:31:11,62.82
07/02/2024 15:30:11,62.92
07/02/2024 15:27:25,63.37
07/02/2024 15:25:51,63.61
07/02/2024 15:24:51,63.82
07/02/2024 15:23:51,64.06
07/02/2024 15:22:51,64.40
07/02/2024 15:21:51,64.85
07/02/2024 15:20:51,65.30
07/02/2024 15:19:51,65.75
07/02/2024 15:18:51,66.31
07/02/2024 15:17:50,66.76
07/02/2024 15:09:45,67.55
07/02/2024 15:08:45,67.55
07/02/2024 15:07:45,67.55
07/02/2024 15:06:45,67.55
