"Timestamp (America/Chicago)","RA3E-F52ABC Red [Temperature](1)Temperature(F°)"
06/27/2024 23:00:43,60.46
06/27/2024 22:00:39,60.35
06/27/2024 21:00:36,60.35
06/27/2024 20:00:32,60.57
06/27/2024 19:00:29,60.57
06/27/2024 18:00:25,60.22
06/27/2024 17:00:22,60.46
06/27/2024 16:00:18,61.25
06/27/2024 15:00:15,61.36
06/27/2024 14:00:11,61.57
06/27/2024 13:00:07,61.36
06/27/2024 12:00:04,61.47
06/27/2024 11:00:01,61.25
06/27/2024 09:59:57,62.26
06/27/2024 08:59:53,64.40
06/27/2024 08:28:17,60.67
06/27/2024 07:28:14,60.67
06/27/2024 06:28:10,60.80
06/27/2024 05:28:06,60.80
06/27/2024 04:28:03,60.80
06/27/2024 03:27:59,60.80
06/27/2024 02:27:56,60.80
06/27/2024 01:27:52,60.91
06/27/2024 00:27:49,61.02
06/26/2024 23:27:45,61.12
06/26/2024 22:27:42,61.12
06/26/2024 21:27:38,61.36
06/26/2024 20:27:34,60.91
06/26/2024 19:27:31,61.36
06/26/2024 18:27:28,63.05
06/26/2024 18:06:44,64.51
06/26/2024 18:03:18,62.92
06/26/2024 17:56:23,63.61
06/26/2024 17:54:35,63.95
06/26/2024 17:53:35,64.17
06/26/2024 17:52:35,64.40
06/26/2024 17:51:35,64.72
06/26/2024 17:50:35,65.07
06/26/2024 17:49:35,65.52
06/26/2024 17:48:35,66.07
06/26/2024 17:47:35,66.65
06/26/2024 17:46:35,67.10
06/26/2024 17:41:11,67.66
06/26/2024 17:40:11,67.66
06/26/2024 17:39:10,67.77
06/26/2024 17:34:21,67.66
06/26/2024 17:33:10,67.55
06/26/2024 17:32:10,67.32
06/26/2024 17:31:10,67.10
06/26/2024 17:30:10,66.76
06/26/2024 17:29:10,66.52
06/26/2024 17:28:10,66.20
06/26/2024 17:27:10,65.86
06/26/2024 17:26:09,65.30
06/26/2024 17:25:09,64.85
06/26/2024 17:24:09,64.27
06/26/2024 17:23:09,63.72
06/26/2024 17:22:09,63.27
06/26/2024 17:12:41,63.05
06/26/2024 17:10:20,63.37
06/26/2024 17:09:04,63.50
06/26/2024 17:08:04,63.72
06/26/2024 17:07:04,63.82
06/26/2024 17:06:03,64.06
06/26/2024 17:05:03,64.27
06/26/2024 17:04:03,64.62
06/26/2024 17:03:03,65.07
06/26/2024 17:02:03,65.41
06/26/2024 17:01:03,65.97
06/26/2024 17:00:03,66.42
06/26/2024 16:59:03,66.87
06/26/2024 16:51:15,67.55
06/26/2024 16:50:15,67.55
06/26/2024 16:49:15,67.55
06/26/2024 16:46:41,67.42
06/26/2024 16:45:33,67.32
06/26/2024 16:44:33,67.10
06/26/2024 16:43:33,66.87
06/26/2024 16:42:33,66.52
06/26/2024 16:41:33,66.31
06/26/2024 16:40:33,65.86
06/26/2024 16:39:34,65.52
06/26/2024 16:38:33,65.07
06/26/2024 16:37:33,64.62
06/26/2024 16:36:33,64.17
06/26/2024 16:35:32,63.61
06/26/2024 16:34:33,63.16
06/26/2024 16:25:30,62.92
06/26/2024 16:22:50,63.16
06/26/2024 16:21:33,63.37
06/26/2024 16:20:33,63.50
