"Timestamp (America/Chicago)","RA3E-F52ABC TEMP2118 [Temperature](1)Temperature(F°)","RA3E-F52ABC TEMP_HUM2118 [Temperature & Humidity](2)Temperature(F°)","RA3E-F52ABC TEMP_HUM2118 [Temperature & Humidity](2)Humidity(%RH)","RA3E-F52ABC FIRE2118 [Switch](1)Switch"
05/30/2024 12:29:29,68.00,71.51,25.72,Open
05/30/2024 11:29:26,68.22,71.62,29.85,Open
05/30/2024 10:29:22,67.21,70.56,31.77,Open
05/30/2024 09:29:19,67.10,70.29,32.40,Open
05/30/2024 08:29:15,66.76,69.91,31.77,Open
05/30/2024 07:29:12,68.45,71.98,29.22,Open
05/30/2024 06:29:08,68.11,71.53,29.22,Open
05/30/2024 05:29:04,67.21,70.45,30.50,Open
05/30/2024 04:29:01,66.65,70.03,29.22,Open
05/30/2024 03:28:57,66.76,70.07,27.95,Open
05/30/2024 02:28:54,66.76,70.12,26.67,Open
05/30/2024 01:28:50,66.76,70.12,26.35,Open
05/30/2024 00:28:47,66.87,70.23,26.67,Open
05/29/2024 23:28:43,66.76,70.11,26.35,Open
05/29/2024 22:28:40,66.87,69.96,24.77,Open
05/29/2024 21:28:36,67.10,70.20,24.12,Open
05/29/2024 20:28:33,67.32,70.43,24.77,Open
05/29/2024 19:28:29,67.66,70.77,29.22,Open
05/29/2024 18:28:26,69.22,72.09,27.95,Open
05/29/2024 17:28:22,69.57,72.12,29.22,Open
05/29/2024 16:28:19,69.80,72.61,32.72,Open
05/29/2024 15:28:15,69.80,72.41,35.25,Open
05/29/2024 14:28:11,69.91,72.21,39.40,Open
05/29/2024 13:28:08,69.57,71.98,41.30,Open
05/29/2024 12:28:04,69.46,71.89,40.35,Open
05/29/2024 11:28:00,69.01,71.82,39.72,Open
05/29/2024 10:27:57,68.45,71.10,40.03,Open
05/29/2024 09:27:54,67.87,70.41,42.58,Open
05/29/2024 08:27:50,68.00,70.59,43.22,Open
05/29/2024 07:27:46,68.11,70.45,44.80,Open
05/29/2024 06:27:43,67.87,70.36,44.17,Open
05/29/2024 05:27:39,67.87,70.68,43.85,Open
05/29/2024 04:27:36,68.11,70.54,44.48,Open
05/29/2024 03:27:32,68.00,70.52,44.48,Open
05/29/2024 02:27:29,68.00,70.48,44.17,Open
05/29/2024 01:27:25,68.00,70.43,43.85,Open
05/29/2024 00:27:22,67.87,70.45,44.48,Open
05/28/2024 23:27:18,67.87,70.39,46.08,Open
05/28/2024 22:27:14,67.32,70.12,49.58,Open
05/28/2024 21:27:11,67.77,70.59,46.40,Open
05/28/2024 20:27:07,68.11,70.59,46.08,Open
05/28/2024 19:27:04,68.11,70.59,46.72,Open
05/28/2024 18:27:00,68.22,70.77,47.67,Open
05/28/2024 17:26:57,68.00,70.88,48.95,Open
05/28/2024 16:26:53,68.22,70.81,48.95,Open
05/28/2024 15:26:49,68.11,70.81,47.35,Open
05/28/2024 14:26:46,68.32,70.83,48.62,Open
05/28/2024 13:26:42,68.11,70.75,47.35,Open
05/28/2024 12:26:39,68.22,70.93,47.35,Open
05/28/2024 11:26:35,68.00,70.75,47.67,Open
05/28/2024 10:26:32,68.11,70.68,46.40,Open
05/28/2024 09:26:28,67.87,70.61,44.17,Open
05/28/2024 08:26:25,68.00,70.68,44.80,Open
05/28/2024 07:26:21,66.97,70.48,45.75,Open
05/28/2024 06:26:18,68.00,70.70,47.03,Open
05/28/2024 05:26:14,68.00,70.57,46.72,Open
05/28/2024 04:26:10,68.11,70.59,47.03,Open
05/28/2024 03:26:07,67.77,70.54,47.03,Open
05/28/2024 02:26:03,68.11,70.56,47.35,Open
05/28/2024 01:26:00,68.00,70.65,47.35,Open
05/28/2024 00:25:56,68.11,70.52,47.35,Open
05/27/2024 23:25:53,68.11,70.38,47.67,Open
05/27/2024 22:25:49,67.32,70.11,48.95,Open
05/27/2024 21:25:45,68.00,70.56,47.03,Open
05/27/2024 20:25:42,68.11,70.61,46.40,Open
05/27/2024 19:25:38,67.77,70.47,46.08,Open
05/27/2024 18:25:35,68.00,70.66,47.67,Open
05/27/2024 17:25:31,68.00,70.84,49.25,Open
05/27/2024 16:26:00,68.00,70.54,44.17,Open
05/27/2024 15:25:56,68.11,70.57,43.22,Open
05/27/2024 14:25:53,68.00,70.52,44.48,Open
05/27/2024 13:25:49,68.00,70.54,43.53,Open
05/27/2024 12:25:45,68.00,70.66,44.48,Open
05/27/2024 11:25:42,68.00,70.61,45.12,Open
05/27/2024 10:25:38,67.87,70.66,45.12,Open
05/27/2024 09:25:35,68.22,70.63,45.75,Open
05/27/2024 08:25:31,68.11,70.77,46.08,Open
05/27/2024 07:25:27,68.00,70.86,46.40,Open
05/27/2024 06:25:24,68.22,70.59,46.40,Open
05/27/2024 05:25:20,68.11,70.61,47.67,Open
05/27/2024 04:25:17,68.00,70.63,47.03,Open
05/27/2024 03:25:13,67.87,70.66,45.75,Open
